11377,Noise - Commercial
11201,Taxi Complaint
11217,Noise - Commercial
11209,Rodent
10036,Noise - Commercial
11238,Noise - Commercial
10472,Blocked Driveway
11206,Noise - Commercial
10029,Noise - Street/Sidewalk
11237,Noise - Commercial
11215,Noise - Commercial
10029,Noise - Street/Sidewalk
11211,Noise - Commercial
11206,Noise - Commercial
11211,Noise - Commercial
10458,HEAT/HOT WATER
10456,HEAT/HOT WATER
11249,HEAT/HOT WATER
11412,HEAT/HOT WATER
11209,Noise - Commercial
11414,Blocked Driveway
11385,Noise - Commercial
10472,Noise - Commercial
11201,Blocked Driveway
10011,Taxi Complaint
11414,Illegal Parking
10019,Noise - Street/Sidewalk
11104,Blocked Driveway
10025,Noise - Commercial
11385,Noise - Street/Sidewalk
10036,Noise - Commercial
10025,Noise - Commercial
10028,Noise
11231,Noise - Commercial
11377,Illegal Parking
11234,Blocked Driveway
10011,Noise - Commercial
10011,For Hire Vehicle Complaint
11105,Noise - Street/Sidewalk
11236,Blocked Driveway
11429,Noise
10025,Noise - Street/Sidewalk
11419,Blocked Driveway
10013,Noise - Commercial
11214,Street Light Condition
11364,Street Light Condition
11209,Illegal Parking
10019,Noise - Street/Sidewalk
11233,Noise - Commercial
10304,Blocked Driveway
10019,Noise - Street/Sidewalk
11361,Street Sign - Damaged
11209,Noise - Commercial
11220,Other Enforcement
10036,Noise - Commercial
11379,Damaged Tree
11203,Blocked Driveway
11237,Noise - Commercial
11211,Noise - Commercial
11237,Illegal Parking
11209,Illegal Parking
10456,Illegal Parking
10036,Noise - Commercial
11221,Rodent
11231,Traffic Signal Condition
11209,Noise - Commercial
10033,Noise - Commercial
10016,Noise
11421,Damaged Tree
11216,Noise - Street/Sidewalk
10128,Noise - Commercial
10027,Noise - Commercial
11435,Taxi Complaint
11368,Blocked Driveway
11237,Street Condition
11423,Noise - Commercial
11103,Illegal Parking
11218,Noise - Street/Sidewalk
11205,Noise - Street/Sidewalk
11413,Noise - Commercial
10458,Street Light Condition
10002,Noise - Park
10033,Noise - Commercial
10469,Blocked Driveway
11419,Noise - Street/Sidewalk
11103,Noise - Commercial
10467,Illegal Parking
10459,Noise - Commercial
11233,Illegal Parking
10016,Noise
11105,Food Establishment
11432,Illegal Parking
11238,Illegal Parking
10016,Noise
11216,Noise - Commercial
10024,Noise - Street/Sidewalk
10306,Illegal Parking
10016,Noise
10021,Noise
11205,Noise - Commercial
10033,Animal in a Park
10466,Dirty Conditions
10013,Derelict Bicycle
11414,Illegal Parking
10467,Illegal Parking
11201,Illegal Parking
10312,Sidewalk Condition
10016,Noise
10016,Noise
10016,Noise
10310,Noise - Street/Sidewalk
10304,Noise - Street/Sidewalk
11209,Traffic Signal Condition
10309,Street Sign - Damaged
10029,Noise - Street/Sidewalk
11103,Blocked Driveway
11249,Noise - Commercial
11692,Derelict Vehicle
10301,Noise - Commercial
10466,Sanitation Condition
11357,Street Light Condition
11417,Blocked Driveway
10029,Noise - Street/Sidewalk
10033,Noise - Commercial
11372,Noise - Commercial
11105,Food Establishment
10019,Homeless Encampment
11102,Noise - Street/Sidewalk
11421,Street Light Condition
11370,Street Light Condition
10040,Noise - Street/Sidewalk
11212,Noise - Street/Sidewalk
11102,Noise - Street/Sidewalk
11385,Noise - Commercial
10459,Noise - Street/Sidewalk
10307,Noise - Commercial
10467,Noise - Commercial
11211,Noise - Commercial
11419,Blocked Driveway
11356,Consumer Complaint
10029,Noise - Street/Sidewalk
10314,Derelict Vehicle
10032,Animal Abuse
10452,Blocked Driveway
10065,Noise - Commercial
11415,Street Light Condition
11208,Blocked Driveway
11225,Illegal Parking
11211,Street Condition
11435,Street Light Condition
11691,Derelict Vehicle
11228,Noise - Commercial
11225,Consumer Complaint
10023,Noise
10456,Noise - Commercial
10027,Illegal Parking
10034,Noise
11226,Noise - Commercial
11691,Derelict Vehicle
11209,Noise
10040,Noise
10040,Noise
10036,Taxi Complaint
11219,Noise - Commercial
10024,Rodent
10312,Illegal Parking
10463,Noise - Street/Sidewalk
11373,Dirty Conditions
11218,Noise
11211,Noise - Commercial
11219,Noise - Commercial
11204,Sanitation Condition
11368,Highway Condition
10455,Illegal Parking
11375,Unsanitary Pigeon Condition
11426,Derelict Vehicle
10468,Blocked Driveway
11377,Noise - Commercial
10310,Noise
10040,Noise - Street/Sidewalk
10023,Illegal Parking
10470,Vending
10467,Noise - Street/Sidewalk
10452,Blocked Driveway
11205,Animal Abuse
10011,Homeless Person Assistance
10011,Homeless Person Assistance
10016,Blocked Driveway
10002,Noise
10017,Broken Muni Meter
10003,Noise - Commercial
10011,Noise
11368,Blocked Driveway
11221,Noise - Commercial
10040,Noise
11368,Blocked Driveway
11420,Noise - Commercial
10030,Noise - Street/Sidewalk
11418,Illegal Parking
10018,Consumer Complaint
10472,Blocked Driveway
11358,Illegal Parking
10036,Missed Collection (All Materials)
10040,Noise - Street/Sidewalk
11221,Noise - Commercial
10026,Noise - Street/Sidewalk
11208,Noise - Vehicle
10027,Noise - House of Worship
11235,Root/Sewer/Sidewalk Condition
10470,Noise
10306,Street Condition
10017,Broken Muni Meter
10314,Illegal Parking
11101,Animal Abuse
11420,Blocked Driveway
11209,Illegal Parking
10459,Animal Abuse
11106,Blocked Driveway
11429,Sewer
10473,Street Light Condition
11236,Water Conservation
11209,Traffic Signal Condition
11377,Noise - Commercial
11370,Noise - Street/Sidewalk
11221,Blocked Driveway
10039,Noise - Street/Sidewalk
10310,Street Light Condition
10026,Noise - Street/Sidewalk
11210,Blocked Driveway
10013,Noise - Commercial
11416,Rodent
10010,Indoor Air Quality
11229,Illegal Parking
11102,Noise - Street/Sidewalk
10466,Illegal Parking
11209,Street Light Condition
10453,Rodent
11360,Illegal Parking
10031,Noise - Commercial
11218,Food Establishment
11691,Street Light Condition
11223,Illegal Parking
11237,Traffic Signal Condition
10468,Blocked Driveway
11210,Street Condition
11223,Illegal Parking
11223,Illegal Parking
11225,Street Light Condition
10033,Noise - Street/Sidewalk
11223,Blocked Driveway
11210,Street Condition
11429,Illegal Parking
11103,Blocked Driveway
11215,Blocked Driveway
10011,Broken Muni Meter
11221,Noise - Commercial
11223,Illegal Parking
10031,Noise - House of Worship
11369,Illegal Parking
11233,Sewer
10303,Street Condition
11101,Illegal Parking
10023,Noise
10010,Indoor Air Quality
11220,Street Light Condition
10018,Noise - Commercial
11368,Street Light Condition
10027,Taxi Complaint
11378,Illegal Parking
11369,Street Light Condition
10461,Blocked Driveway
10303,Street Light Condition
11237,Noise
11238,Noise - Commercial
11238,Noise - Commercial
11205,Rodent
10009,Noise - Vehicle
11210,Street Light Condition
11217,Food Establishment
10454,Sanitation Condition
10036,Noise
11415,Animal Abuse
10010,Indoor Air Quality
11215,Blocked Driveway
10456,Noise
11249,Illegal Parking
11355,Blocked Driveway
11368,Blocked Driveway
11423,Noise - Commercial
11385,Blocked Driveway
10024,Rodent
10014,Urinating in Public
11214,Food Establishment
10308,Noise - Street/Sidewalk
10309,Illegal Parking
10013,Street Condition
10471,Animal Abuse
11434,Sidewalk Condition
11691,Sewer
10465,Noise
11423,Noise - Commercial
11215,Taxi Complaint
11215,Noise - Commercial
11421,Blocked Driveway
10019,Broken Muni Meter
11228,Lead
11420,Derelict Vehicles
10027,Noise - Street/Sidewalk
11206,Street Condition
11238,Noise - Street/Sidewalk
11426,Dirty Conditions
10305,Illegal Parking
11235,Illegal Parking
10035,Homeless Encampment
11226,Noise - Street/Sidewalk
10009,Noise - Vehicle
11101,Noise - Commercial
11432,Noise - Commercial
10002,For Hire Vehicle Complaint
10030,Rodent
10017,Illegal Parking
11207,Dirty Conditions
11420,Derelict Vehicle
10456,Disorderly Youth
10009,Noise - Vehicle
11201,Overflowing Litter Baskets
11361,Illegal Parking
10009,Noise - Commercial
10301,Water System
10024,Animal Abuse
10458,Blocked Driveway
11104,Noise
10024,Noise
11426,Street Light Condition
11413,Blocked Driveway
10452,Noise - Vehicle
11368,Blocked Driveway
10035,Homeless Encampment
11101,Food Establishment
10029,Illegal Parking
11414,Illegal Parking
11101,Food Establishment
10011,Broken Muni Meter
10032,Air Quality
10024,Taxi Complaint
10021,Noise - Vehicle
11220,Noise - Commercial
10301,Traffic Signal Condition
11421,Blocked Driveway
11222,Street Sign - Damaged
10023,Food Establishment
10036,Broken Muni Meter
11207,Street Condition
11207,Street Condition
10002,Bridge Condition
10017,Illegal Parking
11212,Street Condition
11418,Blocked Driveway
11208,Noise - Street/Sidewalk
10460,Consumer Complaint
10302,Food Establishment
10303,Illegal Parking
11222,Street Sign - Damaged
11385,Noise
11106,Blocked Driveway
11208,Noise - Street/Sidewalk
10012,Broken Muni Meter
11373,Blocked Driveway
10455,Derelict Vehicle
11239,Street Condition
10013,Taxi Complaint
11222,Street Sign - Damaged
11207,Rodent
11238,Taxi Complaint
11222,Noise - Commercial
10012,Broken Muni Meter
10467,Street Condition
11208,Noise
11222,Street Sign - Damaged
10011,Broken Muni Meter
10312,Street Condition
11430,Taxi Complaint
11102,Street Sign - Damaged
11205,Street Sign - Damaged
11102,Noise - Commercial
11365,Street Sign - Missing
11228,Water System
10027,Illegal Parking
11234,Consumer Complaint
11416,Blocked Driveway
10012,Noise
11362,Root/Sewer/Sidewalk Condition
10309,Street Condition
10034,Rodent
10457,Noise - Vehicle
10475,Illegal Parking
10306,Street Light Condition
11232,Traffic Signal Condition
10014,Broken Muni Meter
11364,Damaged Tree
11364,Damaged Tree
11209,Graffiti
10467,Noise
11102,Derelict Vehicle
11102,Noise - Commercial
11208,Noise - Vehicle
10032,Illegal Parking
11385,Illegal Parking
11226,Blocked Driveway
11694,Street Sign - Damaged
11106,Food Poisoning
10312,Damaged Tree
10011,Broken Muni Meter
10473,Illegal Animal Kept as Pet
10011,Broken Muni Meter
10011,Broken Muni Meter
11212,Rodent
10016,Noise - Commercial
11208,Noise - Vehicle
10453,Noise - Street/Sidewalk
10012,Noise
10472,Sanitation Condition
11212,Dirty Conditions
11214,Food Establishment
10029,Illegal Parking
10304,Drinking
10034,Noise - Commercial
10472,Other Enforcement
10312,Street Condition
10034,Noise - Commercial
11233,Noise - Commercial
11208,Noise - Vehicle
10003,Broken Muni Meter
11378,Derelict Vehicle
11106,Noise
11223,Food Poisoning
11378,Street Condition
11374,Blocked Driveway
10016,Illegal Parking
10304,Noise - Commercial
10028,Noise - Commercial
11221,Blocked Driveway
10033,Noise - Street/Sidewalk
10032,Noise
11229,Street Condition
10459,Noise - Street/Sidewalk
10305,Blocked Driveway
11105,Sewer
11226,Noise
10011,Street Sign - Missing
10469,Illegal Parking
10023,Air Quality
10305,Unsanitary Animal Pvt Property
10308,Dead Tree
11203,Water System
10011,Traffic
11358,Blocked Driveway
11212,Rodent
11223,Dead Tree
11220,Noise - Commercial
10036,Illegal Parking
10472,Water System
11432,Elevator
11104,Street Condition
11362,Overgrown Tree/Branches
11362,Illegal Parking
10019,Street Condition
10467,Noise
11235,Maintenance or Facility
10019,Street Condition
11212,Graffiti
10017,Broken Muni Meter
11426,Sewer
11212,Graffiti
11378,Illegal Parking
10009,Sanitation Condition
11105,Street Condition
10021,Noise - Street/Sidewalk
10011,Dirty Conditions
10022,Taxi Complaint
10038,Street Condition
11223,Root/Sewer/Sidewalk Condition
10312,Street Condition
10002,Taxi Complaint
11692,Smoking
11206,Noise - Commercial
11211,Street Condition
11236,Traffic Signal Condition
10467,Blocked Driveway
11234,Derelict Vehicle
11420,Derelict Vehicle
10030,Noise - Street/Sidewalk
11354,Street Sign - Damaged
10003,Broken Muni Meter
10453,Street Condition
11354,Street Sign - Damaged
10473,Blocked Driveway
10013,Taxi Complaint
11368,Derelict Vehicles
11434,Rodent
11375,Graffiti
11235,Derelict Vehicles
11375,Rodent
10014,Broken Muni Meter
11233,Noise - Street/Sidewalk
11232,General Construction/Plumbing
11223,Street Condition
11220,Broken Muni Meter
10307,Illegal Parking
11105,Street Condition
10469,Street Sign - Missing
10011,Traffic
11102,Noise
10016,Broken Muni Meter
10012,Hazardous Materials
11234,Water System
11213,Noise - Commercial
11102,Derelict Vehicles
11377,Street Condition
10026,Elevator
10001,General Construction/Plumbing
11373,Noise
10016,Traffic
11207,Street Condition
11209,Illegal Parking
11201,Noise
11209,Illegal Parking
11223,Consumer Complaint
11201,Noise - Vehicle
10022,Broken Muni Meter
10001,Broken Muni Meter
10021,Violation of Park Rules
10003,Sidewalk Condition
10013,Broken Muni Meter
11356,Derelict Vehicles
11356,Illegal Parking
11101,Broken Muni Meter
11362,Damaged Tree
11208,Broken Muni Meter
10472,Street Condition
10039,Sanitation Condition
10035,General Construction/Plumbing
11225,Elevator
11421,Illegal Parking
10451,Noise - Street/Sidewalk
10002,Broken Muni Meter
11235,Street Condition
10007,Noise - Commercial
11235,Street Condition
11365,Blocked Driveway
10461,Street Condition
11222,Taxi Complaint
10469,Noise
10128,Rodent
10002,Street Condition
11226,Sewer
11691,Sewer
11208,Blocked Driveway
11412,Dirty Conditions
10035,Broken Muni Meter
11201,Street Sign - Dangling
10012,Broken Muni Meter
11368,Noise
10475,Broken Muni Meter
11694,Street Sign - Dangling
11420,Building/Use
10016,Traffic
10028,Taxi Complaint
10022,Taxi Complaint
11354,Consumer Complaint
10012,Broken Muni Meter
11208,Noise - Commercial
10014,For Hire Vehicle Complaint
10031,Indoor Air Quality
11356,Derelict Vehicle
11208,Noise - Vehicle
11207,Sewer
10001,Taxi Complaint
10034,Highway Condition
10465,Blocked Driveway
11208,Noise - Vehicle
10016,Traffic
11374,Street Condition
10024,Other Enforcement
10016,Blocked Driveway
10036,Food Establishment
11413,Derelict Vehicles
10007,Street Sign - Missing
11433,Consumer Complaint
11356,Derelict Vehicle
10461,Noise
10001,Taxi Complaint
10014,Noise
10472,Traffic Signal Condition
11356,Derelict Vehicles
11233,General Construction/Plumbing
10454,Animal Abuse
10016,Taxi Complaint
11385,Derelict Vehicles
11356,Derelict Vehicles
11374,Noise
11216,Rodent
10002,Consumer Complaint
11356,Derelict Vehicles
11369,Food Establishment
11356,Derelict Vehicles
11206,Noise - Commercial
11238,Blocked Driveway
11356,Derelict Vehicles
11226,Dirty Conditions
10462,Water System
10012,Broken Muni Meter
11206,Noise - Commercial
10309,Street Condition
10302,Illegal Parking
11106,Street Condition
10010,Taxi Complaint
11213,Street Condition
10309,Street Condition
10065,Sewer
11102,Street Condition
11207,Water System
10036,Taxi Complaint
10012,Taxi Complaint
11204,Consumer Complaint
11204,Illegal Parking
10014,Broken Muni Meter
10309,Street Condition
10019,Illegal Parking
10016,Broken Muni Meter
10011,Traffic
11228,Blocked Driveway
11233,Noise - Street/Sidewalk
10019,Consumer Complaint
11355,Street Condition
11423,Noise - Commercial
11358,Blocked Driveway
10013,Illegal Parking
10033,For Hire Vehicle Complaint
10312,Water System
10309,Street Condition
11228,Derelict Vehicles
11231,Taxi Complaint
10465,Street Condition
11103,Illegal Parking
10455,Sewer
10456,Illegal Parking
11228,Derelict Vehicles
11215,Blocked Driveway
11432,Vending
11373,For Hire Vehicle Complaint
11372,Illegal Parking
11231,Taxi Complaint
11225,Noise
11414,Damaged Tree
11421,Dirty Conditions
11206,Noise - Commercial
10011,Noise
11231,Blocked Driveway
11429,Street Sign - Damaged
11234,Illegal Parking
11367,Damaged Tree
10016,Taxi Complaint
11421,Dirty Conditions
11235,Rodent
10468,Violation of Park Rules
11363,Illegal Parking
10032,Maintenance or Facility
10312,Water System
10014,Broken Muni Meter
10312,Root/Sewer/Sidewalk Condition
11249,Dirty Conditions
11369,Blocked Driveway
10036,Taxi Complaint
10463,Water System
11215,Broken Muni Meter
11228,Derelict Vehicle
11231,Hazardous Materials
11216,Street Light Condition
10310,Overgrown Tree/Branches
11372,Violation of Park Rules
10024,Other Enforcement
11238,Blocked Driveway
10001,Broken Muni Meter
10314,Street Condition
11204,Illegal Parking
11365,Violation of Park Rules
11358,Blocked Driveway
10019,Noise - Street/Sidewalk
11419,Sewer
10029,Taxi Complaint
11215,Animal in a Park
11362,Water System
11218,Dirty Conditions
10014,Illegal Parking
11215,Animal in a Park
11385,Street Condition
10069,Illegal Parking
10018,Blocked Driveway
11223,Consumer Complaint
10032,Noise - Street/Sidewalk
11238,Street Condition
11419,Water System
11234,Illegal Parking
10075,Broken Muni Meter
11422,Missed Collection (All Materials)
11218,Noise
11378,Blocked Driveway
11419,Building/Use
10009,Maintenance or Facility
10036,Air Quality
10027,Street Condition
10469,Root/Sewer/Sidewalk Condition
10044,Water Quality
10065,Traffic
10464,Street Condition
10037,Water System
11040,Special Projects Inspection Team (SPIT)
10022,Street Condition
11237,Animal Abuse
10468,Consumer Complaint
10011,Broken Muni Meter
11372,Broken Muni Meter
11209,Sewer
11375,Noise
11216,Animal Abuse
11207,Violation of Park Rules
11432,Consumer Complaint
11231,Industrial Waste
11206,Graffiti
10019,Illegal Parking
10312,Root/Sewer/Sidewalk Condition
11040,Illegal Parking
10038,Noise
11101,Illegal Parking
10021,Taxi Complaint
11209,Graffiti
10309,Street Condition
11215,Animal Abuse
10037,Water System
11206,Graffiti
11040,Illegal Parking
11206,Noise - Commercial
11040,Building/Use
11209,Graffiti
11419,Blocked Driveway
10019,Broken Muni Meter
10021,Violation of Park Rules
10013,Broken Muni Meter
11209,Public Payphone Complaint
11413,Overgrown Tree/Branches
11203,Noise - Vehicle
10019,Street Condition
11225,Hazardous Materials
11209,Broken Muni Meter
10003,Broken Muni Meter
11385,Overgrown Tree/Branches
11362,Derelict Vehicle
11423,Street Condition
10310,Missed Collection (All Materials)
11432,Sewer
11220,Noise - Commercial
11356,Blocked Driveway
11206,Noise - Commercial
11209,Broken Muni Meter
11226,Broken Muni Meter
11411,Water System
10457,Dirty Conditions
11230,Street Sign - Damaged
11209,Broken Muni Meter
11370,Maintenance or Facility
11230,Street Sign - Damaged
10459,Noise - Street/Sidewalk
10021,Street Condition
10033,Noise - Street/Sidewalk
11358,Missed Collection (All Materials)
11230,Street Sign - Damaged
10037,Water System
11209,Broken Muni Meter
11413,Damaged Tree
10305,Water System
10465,Illegal Parking
11103,Blocked Driveway
10014,Broken Muni Meter
11209,Broken Muni Meter
10028,Found Property
10029,Food Establishment
10031,Noise
11207,Other Enforcement
11230,Street Sign - Damaged
10040,Noise - Street/Sidewalk
10306,Street Condition
11226,Illegal Parking
11207,Dirty Conditions
10003,Noise
10013,Consumer Complaint
10306,Street Condition
11235,Derelict Vehicles
11230,Street Sign - Damaged
10467,Sewer
10011,Noise - Park
10304,Illegal Parking
11226,Noise - Street/Sidewalk
10028,Illegal Parking
11216,Noise - Vehicle
11230,Street Sign - Damaged
11362,Other Enforcement
10463,Water System
10474,Dirty Conditions
11230,Illegal Parking
11106,Taxi Complaint
10014,Broken Muni Meter
10468,Traffic Signal Condition
10019,Noise
11201,Building/Use
11434,Litter Basket / Request
11206,Blocked Driveway
11354,Blocked Driveway
11230,Street Sign - Damaged
10038,Noise - Street/Sidewalk
10465,Blocked Driveway
11230,Street Sign - Damaged
11372,Sewer
11422,Building/Use
10011,Noise
11235,Dead Tree
11216,Animal Abuse
10011,Traffic
10012,Noise
11216,Noise - Street/Sidewalk
10452,Noise - Street/Sidewalk
10304,Street Condition
10037,Water System
10004,Broken Muni Meter
11413,Rodent
10019,Noise - Park
11377,Rodent
11209,Broken Muni Meter
10013,Broken Muni Meter
11210,Street Sign - Damaged
11204,Blocked Driveway
10037,Water System
11215,Maintenance or Facility
11220,Electrical
11215,Damaged Tree
11210,Street Sign - Damaged
10037,Water System
10012,Noise
11224,Maintenance or Facility
10461,Illegal Parking
11214,General Construction/Plumbing
11229,Animal Abuse
11414,Illegal Parking
10037,Water System
11226,Sanitation Condition
10037,Water System
10033,Street Condition
11225,Illegal Parking
11419,Water System
11377,Street Sign - Missing
11222,Noise - Park
11355,Noise - Commercial
10065,Fire Safety Director - F58
11210,Street Sign - Damaged
11204,Illegal Parking
10013,Broken Muni Meter
10302,Street Condition
11229,Street Condition
10018,Vending
10128,Illegal Parking
11237,Violation of Park Rules
11422,Sewer
11229,Street Condition
10457,Noise - Commercial
11234,Sewer
10033,Noise - Street/Sidewalk
10312,Sanitation Condition
10019,Broken Muni Meter
11374,Dirty Conditions
10009,Noise - Commercial
10026,Noise - Street/Sidewalk
11210,Street Sign - Damaged
11229,Consumer Complaint
10011,Dead Tree
10304,Unleashed Dog
11435,Sewer
11222,Noise
11374,Dirty Conditions
10473,Noise
10453,General Construction/Plumbing
10037,Water System
10468,Noise - Street/Sidewalk
10034,Noise - Commercial
10010,Noise - Street/Sidewalk
11233,Noise - Street/Sidewalk
10473,Noise
10457,Drinking
10037,Water System
11211,Noise - Street/Sidewalk
10037,Water System
11412,Derelict Vehicles
11210,Street Sign - Damaged
11231,Noise - Commercial
10473,Violation of Park Rules
10128,Industrial Waste
11222,Graffiti
10034,Noise - Street/Sidewalk
10012,Noise
10012,Noise
11222,Graffiti
10028,Broken Muni Meter
10065,Noise
11210,Street Sign - Damaged
11215,Graffiti
11233,Sanitation Condition
10037,Water System
10016,Noise - Street/Sidewalk
11234,Indoor Sewage
10467,Rodent
10012,Noise
10473,Blocked Driveway
11364,Street Sign - Dangling
11432,Blocked Driveway
11201,Indoor Air Quality
10012,Noise
10007,Street Condition
11214,Missed Collection (All Materials)
10032,Street Condition
11421,Noise
11237,Noise - Vehicle
10305,Harboring Bees/Wasps
11414,Damaged Tree
11357,Street Condition
10012,Noise
11218,Recycling Enforcement
11210,Street Sign - Damaged
10462,Disorderly Youth
11233,Street Condition
11210,Blocked Driveway
11421,Animal Abuse
10012,Broken Muni Meter
10025,Building/Use
11226,Street Sign - Damaged
10464,Dirty Conditions
10019,Noise - Street/Sidewalk
10467,Street Condition
10023,Broken Muni Meter
10032,Water Conservation
10004,Unsanitary Pigeon Condition
11206,Noise - Commercial
10007,Traffic
10464,Dirty Conditions
11207,Street Condition
10456,Illegal Parking
10023,Violation of Park Rules
10306,Sidewalk Condition
11423,Other Enforcement
10464,Dirty Conditions
10037,Water System
10012,Noise - Park
11420,Blocked Driveway
11432,Damaged Tree
10002,Taxi Complaint
10009,Noise
10310,Public Payphone Complaint
10464,Dirty Conditions
11216,Street Light Condition
10009,Noise - Street/Sidewalk
11355,Noise - Commercial
10462,Disorderly Youth
10003,Illegal Parking
11238,Street Condition
10019,Broken Muni Meter
11207,Animal Abuse
10464,Dirty Conditions
11372,Sewer
11228,Street Sign - Damaged
11207,Illegal Parking
10464,Dirty Conditions
11221,Street Light Condition
11692,Noise - Street/Sidewalk
10468,Maintenance or Facility
11105,Dirty Conditions
11206,Sanitation Condition
10464,Dirty Conditions
11230,Noise - House of Worship
10456,Asbestos
10002,Broken Muni Meter
10022,Consumer Complaint
10464,Dirty Conditions
11372,Consumer Complaint
11432,Noise - Street/Sidewalk
11206,Noise - Commercial
11216,Water System
11221,Noise
11434,Other Enforcement
10304,Illegal Parking
11216,Noise - Street/Sidewalk
10039,Consumer Complaint
10016,Traffic
10464,Dirty Conditions
10451,Noise - Vehicle
10466,Sewer
10023,Illegal Parking
11358,Blocked Driveway
10471,Animal in a Park
11358,Street Sign - Dangling
10464,Dirty Conditions
11228,Illegal Parking
10464,Dirty Conditions
11420,Street Condition
11417,Blocked Driveway
11385,Missed Collection (All Materials)
10308,Water System
11229,Broken Muni Meter
10464,Dirty Conditions
00083,Noise - Street/Sidewalk
10034,Vending
11201,Broken Muni Meter
10464,Dirty Conditions
10011,Broken Muni Meter
10034,Street Condition
11694,Damaged Tree
10011,Noise - Street/Sidewalk
11354,Hazardous Materials
10002,Vending
11419,Blocked Driveway
10021,Noise
10464,Dirty Conditions
10032,Water System
10032,Water System
10017,Food Establishment
10025,Electrical
11201,Broken Muni Meter
10014,Broken Muni Meter
10001,Rodent
10031,Elevator
10021,Noise
10014,Broken Muni Meter
10468,Maintenance or Facility
11385,Plumbing
11372,Noise - Street/Sidewalk
10019,Noise
